"Model","RMSE_Calib","NSE_Calib","MI_Calib","RMSE_Valid","NSE_Valid","MI_Valid","Site"
"all_ws_attr",0.473574361403658,0.851163047541967,0.397536396955411,0.77835234403912,0.623944855284187,0.292389411070094,"05537980"
"all_ws_bfs",0.99356921466095,0.34486521768027,0.1454242789551,1.73698769853601,-0.872804933491085,0.102287395586266,"05537980"
"all_ws_bfs_attr",0.540466254451341,0.806147426988804,0.35611656750857,0.800254755869725,0.602483109233311,0.284385946888288,"05537980"
"local",0.446322115633267,0.867800072069094,0.402652836847339,0.699546830504699,0.696238558062975,0.355360968978131,"05537980"
"local_bfs",0.403836143828645,0.89177071812775,0.446214725684977,0.67341962557213,0.718505057075556,0.336565732635217,"05537980"
"all_ws",0.714462570318503,0.288128662488087,0.113849341483746,0.623143224635807,-0.0804060657434416,0.175804268154337,"05595000"
"all_ws_attr",0.486259051177904,0.670255211512845,0.280997357597673,0.543544911586999,0.177980484973911,0.236024019654796,"05595000"
"all_ws_bfs",0.665796774752584,0.381804388434438,0.157571113192828,0.762069054216593,-0.615845792641941,0.179453253072828,"05595000"
"all_ws_bfs_attr",0.429399551918559,0.742862322158477,0.339158950410464,0.488481140658042,0.336093590788006,0.252751085202524,"05595000"
"local",0.458916897146232,0.706295472809574,0.290539545079068,0.426533402956425,0.493805579041531,0.267822548403612,"05595000"
"local_bfs",0.408212468411658,0.767611263322581,0.325628110169952,0.566249481110952,0.107872569009786,0.234057101308148,"05595000"
"all_ws",0.696686964188966,0.541671049253243,0.269691579878365,0.604986975210642,0.529679127133394,0.405527390478147,"06481000"
"all_ws_attr",0.487206588967307,0.775855427152487,0.36079145605899,0.546786379199481,0.615817499816464,0.443129861791027,"06481000"
"all_ws_bfs",0.776892618772491,0.430066857934838,0.212578968139532,0.569830847401638,0.582752142702035,0.376268865836229,"06481000"
"all_ws_bfs_attr",0.506847264210853,0.757419361350638,0.402152219106544,0.517037462991867,0.656484587432467,0.358586013365605,"06481000"
"local",0.622149686712469,0.634496369328349,0.342640375006218,0.556225653412216,0.602438579833422,0.333744616058621,"06481000"
"local_bfs",0.644443515101547,0.607832465869216,0.297722499120064,0.489629538391422,0.691938501447052,0.333022537946219,"06481000"
"all_ws",0.926899339299671,0.597974480569332,0.27831320052143,1.91278440209867,0.00667969901749144,0.373772258766303,"06808500"
"all_ws_attr",0.595857519318882,0.833860337082079,0.4134746281868,1.58996475348354,0.313671138788815,0.474269956372059,"06808500"
"all_ws_bfs",0.7786140126599,0.716317263657605,0.337190132877438,1.73244037450122,0.185157146482798,0.427409146589213,"06808500"
"all_ws_bfs_attr",0.515847952488911,0.875482068168959,0.462685623175613,1.21214816823979,0.601095728105673,0.465991192659206,"06808500"
"local",0.52057106308455,0.873191453887217,0.468186458259968,1.84899982505764,0.0718225601672213,0.367626314664616,"06808500"
"local_bfs",0.51995872817042,0.873489601968118,0.460811144645258,1.85160917394779,0.0692009831545441,0.339690162544237,"06808500"
"all_ws",1.43115349296995,0.720058563511644,0.354145728783364,1.39701335480567,-0.135110936324113,0.326487217266664,"06817000"
"all_ws_attr",1.11715541120295,0.829422421865424,0.42037202090024,1.51880483823088,-0.341655873473148,0.323439444632523,"06817000"
"all_ws_bfs",1.27157783168243,0.779005913380675,0.37023002047344,2.16623351357909,-1.72927774129465,0.29649361398681,"06817000"
"all_ws_bfs_attr",0.796104627304111,0.913376634390566,0.512976708963233,1.14198991695788,0.24148926585551,0.325927945543403,"06817000"
"local",0.919788835699991,0.884369867112126,0.464977917537086,1.74700626864677,-0.775113467881048,0.338499169646206,"06817000"
"local_bfs",0.728277920404408,0.927508173243928,0.529894689269231,1.21949090418216,0.135043387535276,0.322197079372305,"06817000"
