"DateTime","CalibValid","Observed","local","local_bfs","all_ws","all_ws_attr","all_ws_bfs","all_ws_bfs_attr"
"2019-10-10","Valid",1.0899999,1.1914524,1.2002343,1.6947546,1.1640663,1.4332182,1.2126845
"2019-10-11","Valid",1.1,1.1829249,1.18154,1.6745363,1.1074076,1.4452267,1.1854204
"2019-10-12","Valid",1.0899999,1.1843491,1.16067,1.6562761,1.1270083,1.4265345,1.2372986
"2019-10-13","Valid",1.1099999,1.2739615,1.2162343,1.665662,1.2577248,1.3809068,1.3232177
"2019-10-14","Valid",1.0899999,1.4840419,1.3874357,1.7420291,1.2459438,1.4550464,1.353005
"2019-10-15","Valid",1.13,1.4940778,1.3505453,1.7403272,1.1200562,1.447173,1.071069
"2019-10-16","Valid",1.12,1.4551909,1.3006498,1.7514033,1.0734487,1.4157459,1.1505817
"2019-10-17","Valid",1.12,1.3731973,1.2433941,1.672151,0.9861221,1.3762176,1.2867403
"2019-10-18","Valid",1.12,1.3465494,1.236496,1.6859692,1.0305603,1.3310363,1.466372
"2019-10-19","Valid",1.1,1.3139644,1.2304587,1.6756619,0.9666566,1.2681481,1.3959775
"2019-10-20","Valid",1.13,1.2818542,1.2235024,1.6196795,0.9271991,1.2403814,1.2205501
"2019-10-21","Valid",1.0899999,1.2499163,1.225611,1.538248,0.8892405,1.2501919,1.183836
"2019-10-22","Valid",1.0799999,1.2544422,1.2152634,1.4679337,1.0157878,1.3231081,1.2904046
"2019-10-23","Valid",1.0899999,1.2729282,1.2336731,1.4130821,1.126133,1.3060983,1.4572606
"2019-10-24","Valid",1.1099999,1.3335088,1.3142483,1.3894774,1.0998862,1.3265176,1.3949997
"2019-10-25","Valid",1.12,1.3377098,1.330995,1.319346,1.0395561,1.3332008,1.3410587
"2019-10-26","Valid",1.06,1.3433197,1.3242587,1.3073398,1.0615728,1.3072214,1.35185
"2019-10-27","Valid",1.19,1.3306123,1.3220279,1.2961348,1.0529649,1.2745042,1.3820008
"2019-10-28","Valid",1.25,1.5347455,1.663517,1.6081961,1.509588,1.8727639,2.0518875
"2019-10-29","Valid",1.47,2.1756845,2.3678598,1.725037,1.7780137,2.0919619,2.8580918
"2019-10-30","Valid",1.73,2.4979959,2.960965,1.8522933,1.936477,2.1007192,2.8093784
"2019-10-31","Valid",1.79,2.5279636,3.080615,2.0131316,1.9881582,2.1456265,2.4727173
"2019-11-01","Valid",1.7,2.8286126,3.1535685,2.2907715,2.3610928,2.3365216,2.6444855
"2019-11-02","Valid",2.08,3.5016384,3.6289759,2.6235478,3.0114756,2.5218089,3.4812298
"2019-11-03","Valid",3.08,3.6085758,3.6433592,2.7338996,3.2900033,2.5316772,3.592454
"2019-11-04","Valid",3.04,3.2378898,3.255404,2.737319,2.888917,2.4873586,3.2854471
"2019-11-05","Valid",2.35,2.6594548,2.6980228,2.7053201,2.2547991,2.4096384,2.8983622
"2019-11-06","Valid",1.92,2.1868253,2.2486134,2.6293492,1.955938,2.3811502,2.5822468
"2019-11-07","Valid",1.7,1.9048254,2.0223231,2.5238748,1.8660473,2.3738866,2.330773
"2019-11-08","Valid",1.56,1.7483102,1.9183418,2.4227464,1.69422,2.2832975,1.9005228
"2019-11-09","Valid",1.5,1.7205721,1.8946254,2.3177102,1.7098664,2.23559,2.012814
"2019-11-10","Valid",1.45,1.6811805,1.7983135,2.2469606,1.6553248,2.159166,2.0204694
"2019-11-11","Valid",1.41,1.639184,1.6890247,2.1854887,1.5259751,2.072167,1.6964399
"2019-11-12","Valid",1.36,1.6074688,1.6083412,2.1399407,1.4641144,1.9856011,1.5041728
"2019-11-13","Valid",1.34,1.6161557,1.5854621,2.146498,1.5860479,1.9262233,1.8761677
"2019-11-14","Valid",1.3299999,1.6573037,1.554327,2.1727974,1.6201937,1.9714212,1.8776058
"2019-11-15","Valid",1.34,1.6416292,1.5260916,2.1834617,1.5865588,2.0384498,1.8667824
"2019-11-16","Valid",1.3299999,1.6107084,1.5164192,2.1835177,1.537277,2.0527158,1.7215418
"2019-11-17","Valid",1.34,1.5778337,1.5233206,2.1712384,1.5147036,2.0625303,1.6572878
"2019-11-18","Valid",1.3499999,1.5503417,1.5233498,2.1466584,1.4894459,2.0374248,1.5355438
"2019-11-19","Valid",1.34,1.5493549,1.5315529,2.1278882,1.5420885,2.0404868,1.6824946
"2019-11-20","Valid",1.3499999,1.566191,1.547122,2.1199038,1.5570321,2.047515,1.7080624
"2019-11-21","Valid",1.34,1.5687432,1.5414265,2.0756829,1.5221356,2.0467858,1.5631404
"2019-11-22","Valid",1.3499999,1.598483,1.5921938,2.05719,1.5207189,2.0516825,1.6278644
"2019-11-23","Valid",1.3499999,1.7423639,1.782407,2.0876033,1.6012516,2.121111,1.7770277
"2019-11-24","Valid",1.36,2.0831485,2.0835392,2.108993,1.8804867,2.1621814,1.9332606
"2019-11-25","Valid",1.38,2.1901393,2.148393,2.0933652,1.9184502,2.2406864,1.9927125
"2019-11-26","Valid",1.4,2.0960207,2.0962026,2.0675554,1.816235,2.262178,1.7740142
"2019-11-27","Valid",1.38,1.9479614,2.019372,2.0242095,1.7135769,2.2113366,1.5266097
"2019-11-28","Valid",1.38,1.8437295,1.9994895,2.0053287,1.6668161,2.1427832,1.6066225
"2019-11-29","Valid",1.42,1.9606011,2.1482136,2.0050576,1.802079,2.1477518,1.7134342
"2019-12-03","Valid",1.71,2.5086508,2.6709113,2.1374602,2.240739,2.3362434,2.1712606
"2019-12-04","Valid",1.9,2.7201061,2.906735,2.1421173,2.4632044,2.3518906,2.3742902
"2019-12-05","Valid",2.01,2.686827,2.9222527,2.1434574,2.489445,2.3375921,2.3736892
"2019-12-06","Valid",1.89,2.4815905,2.7493157,2.1281958,2.3301387,2.311277,2.0907598
"2019-12-07","Valid",1.77,2.2144458,2.4231462,2.0913625,2.083355,2.2279527,1.7612846
"2019-12-08","Valid",1.64,1.9921117,2.099247,2.050542,1.9479378,2.1443987,1.6706172
"2019-12-09","Valid",1.55,1.8303576,1.8540045,2.0149693,1.8567957,2.0455906,1.6259738
"2019-12-10","Valid",1.53,1.7686294,1.8045067,2.0418115,1.7575504,2.0159755,1.7892202
"2019-12-11","Valid",1.54,1.9447815,2.0135083,2.0691113,1.96544,2.07564,1.9588857
"2019-12-12","Valid",1.64,2.0393658,2.0776172,2.061387,2.1520586,2.1845138,2.1536121
"2019-12-13","Valid",1.72,2.0043209,2.032624,2.0700362,2.1547387,2.2780414,2.1645615
"2019-12-14","Valid",1.71,1.9019958,1.9968584,2.0637465,1.9626179,2.2958293,1.8936555
"2019-12-15","Valid",1.66,1.8246139,1.9922746,2.047106,1.8523202,2.2655623,1.7031575
"2019-12-16","Valid",1.61,1.772196,1.9925894,2.0235622,1.8634937,2.2401643,1.7878218
"2019-12-17","Valid",1.5699999,1.7388326,1.9769496,2.0182095,1.8895409,2.2051008,1.9406723
"2019-12-18","Valid",1.52,1.729774,1.9759545,2.0077739,1.8296876,2.1821756,1.7752706
"2019-12-19","Valid",1.47,1.6815343,1.9402301,1.977129,1.7839773,2.167677,1.7098291
"2019-12-20","Valid",1.46,1.6305393,1.8637512,1.9965403,1.746209,2.1296449,1.6810778
"2019-12-21","Valid",1.44,1.5756466,1.8206167,2.00991,1.6520555,2.113383,1.6311531
"2019-12-22","Valid",1.44,1.5372707,1.8058873,2.0096283,1.5700935,2.084352,1.4637854
"2019-12-23","Valid",1.41,1.5103223,1.8005023,1.9608713,1.4856696,2.0611897,1.3365039
"2019-12-24","Valid",1.39,1.4927682,1.8299584,1.9004592,1.46663,2.0718799,1.4126027
"2019-12-25","Valid",1.3499999,1.4903957,1.8703363,1.897847,1.4661102,2.0879447,1.4476638
"2019-12-26","Valid",1.3299999,1.4924419,1.9021,1.90147,1.4485408,2.0989885,1.43778
"2019-12-27","Valid",1.31,1.4850589,1.9208236,1.7876246,1.3971525,2.1112297,1.3699552
"2019-12-28","Valid",1.29,1.4784083,1.950127,1.7772366,1.3791127,2.1030834,1.3876407
"2019-12-29","Valid",1.27,1.522285,1.9687434,1.811468,1.5151532,2.1000717,1.6133741
"2019-12-30","Valid",1.38,1.5896797,2.0188525,1.8176013,1.5293164,2.1554928,1.6148424
"2019-12-31","Valid",1.56,2.004561,2.6133547,2.009965,1.8441374,2.3452013,1.9890997
"2020-01-01","Valid",2.77,2.954641,3.6221747,2.2909558,3.0667987,2.7656531,3.5334413
"2020-01-02","Valid",4.6099997,3.6374276,4.157305,2.3988187,3.6734471,2.7855477,3.973635
"2020-01-03","Valid",3.91,3.6418285,4.1566496,2.4428144,3.5492039,2.7116098,3.7854013
"2020-01-04","Valid",2.94,3.2270718,3.7214575,2.4677851,2.923194,2.6382637,3.1798701
"2020-01-05","Valid",2.8200002,2.7153578,3.0808384,2.3997302,2.4445763,2.6008918,2.91507
"2020-01-06","Valid",2.72,2.276321,2.448516,2.3048363,2.3754628,2.5387535,2.7794058
"2020-01-07","Valid",2.42,2.0050056,2.0665865,2.2427585,2.2862172,2.4757652,2.480185
"2020-01-08","Valid",2.23,1.8658941,1.9210452,2.192116,2.1705844,2.3861067,2.2143002
"2020-01-09","Valid",2.05,1.7945848,1.8645948,2.1346946,2.0848453,2.2998543,2.047739
"2020-01-10","Valid",1.9399999,1.7614462,1.7944899,2.1039882,2.0534003,2.2078936,2.0063426
"2020-01-12","Valid",1.89,1.6475465,2.0087404,2.3749578,3.3065455,2.6491086,3.174663
"2020-01-13","Valid",2.88,3.0194674,3.088807,2.41324,4.312459,2.8888078,3.7906206
"2020-01-14","Valid",3.4,3.6023793,3.714323,2.5181925,4.2012424,2.820158,4.08587
"2020-01-15","Valid",3.62,3.617223,3.774612,2.5813775,3.923947,2.7568443,3.9119697
"2020-01-16","Valid",4.09,3.349823,3.6071434,2.5576873,3.6887598,2.6869285,3.7220323
"2020-01-17","Valid",4.12,3.0203624,3.3472257,2.507299,3.5185347,2.6431754,3.614726
"2020-01-18","Valid",3.6399999,2.760851,3.0556293,2.489833,3.4118996,2.6329222,3.4528463
"2020-01-19","Valid",2.94,2.4115312,2.6561024,2.4296257,2.9086812,2.6111908,2.8379526
"2020-01-20","Valid",2.71,2.9030783,2.9866056,2.6349444,3.0745769,2.6719933,3.1151383
"2020-01-21","Valid",3,2.8956482,3.1955547,2.6127458,3.2004676,2.6768248,3.2958791
"2020-01-22","Valid",2.75,2.698246,3.207107,2.6239796,3.0388017,2.652489,3.1635337
"2020-01-23","Valid",2.35,2.4573686,3.0726705,2.580012,2.8065286,2.601768,2.9283555
"2020-01-24","Valid",2.1399999,2.2671857,2.787551,2.5654268,2.4076328,2.520181,2.5269372
"2020-01-25","Valid",2.02,2.1572056,2.508181,2.6307945,2.015174,2.4211438,2.0958142
"2020-01-26","Valid",2.02,2.2711875,2.4323206,2.6499014,1.9354243,2.3855689,2.1781256
"2020-01-27","Valid",2.33,2.3892999,2.4021802,2.591128,2.13221,2.358241,2.3333185
"2020-01-28","Valid",2.74,2.4049506,2.3525271,2.5277777,2.2577918,2.3641005,2.412036
"2020-01-29","Valid",2.75,2.3687057,2.2803464,2.509776,2.2930467,2.3393426,2.4210966
"2020-01-30","Valid",2.66,2.3355584,2.200876,2.4310594,2.2657766,2.3369646,2.4108691
"2020-01-31","Valid",2.56,2.3110094,2.1171849,2.4198897,2.2064378,2.3287883,2.379715
"2020-02-01","Valid",2.3899999,2.2815986,2.0355246,2.2184632,2.1382852,2.3163383,2.3336582
"2020-02-02","Valid",2.27,2.2418075,1.9780393,2.3718367,2.0891407,2.2971601,2.2838058
"2020-02-03","Valid",2.29,2.2450294,1.9504917,2.3481421,2.1044629,2.3034115,2.3234649
"2020-02-04","Valid",2.3899999,2.1879861,1.9396212,2.279832,2.164652,2.3168206,2.2712283
"2020-02-05","Valid",2.42,2.1370025,1.9178958,2.3452468,2.0898902,2.2813911,2.1251419
"2020-02-06","Valid",2.22,2.161942,1.9047582,2.304187,2.1438684,2.2801292,2.267613
"2020-02-07","Valid",2.05,2.1579585,1.9106759,2.3513634,2.1129563,2.2520142,2.338601
"2020-02-08","Valid",1.97,2.3157516,1.9971242,2.2547479,2.1049993,2.2597516,2.4520946
"2020-02-09","Valid",1.91,2.2668557,1.9762472,2.3155453,2.129922,2.231855,2.2847085
"2020-02-10","Valid",1.85,2.1667006,1.9160749,2.2713113,2.040205,2.2086961,2.1488883
"2020-02-11","Valid",1.8,2.0281124,1.842,2.3113766,1.9670947,2.1492646,1.9936516
"2020-02-12","Valid",1.8199999,2.0047512,1.8161396,2.297353,1.9859209,2.1068738,2.1160393
"2020-02-13","Valid",1.97,1.9752362,1.7963988,2.257248,2.076563,2.0742285,2.1855433
"2020-02-14","Valid",2.09,1.9585805,1.8095113,2.2696679,2.0366864,2.064302,1.9664586
"2020-02-15","Valid",2.05,2.1732252,1.9410058,2.2208393,2.1945243,1.9196947,2.2012515
"2020-02-16","Valid",1.95,2.165202,1.9293181,2.2704706,2.238635,1.8844268,2.072031
"2020-02-17","Valid",1.84,2.0261288,1.8201712,2.3040452,1.9704331,1.8977374,1.7873247
"2020-02-18","Valid",1.83,1.9280888,1.7381821,2.2916918,1.9195807,1.9140376,1.7951349
"2020-02-19","Valid",1.89,1.8536137,1.7468626,2.3154933,1.9205813,2.0053377,1.7197253
"2020-02-20","Valid",2.23,2.229438,1.9793631,2.3866572,2.4009578,2.0713065,2.5266368
"2020-02-21","Valid",2.9,2.3510742,2.0757372,2.296094,2.7418644,2.2262495,2.5137
"2020-02-22","Valid",2.61,2.3246727,2.062807,2.258833,2.604542,2.3297417,2.4529142
"2020-02-23","Valid",2.26,2.1906571,1.9675307,2.31063,2.3206143,2.3735595,2.1112878
"2020-02-24","Valid",2.04,2.0311482,1.8420676,2.3162963,2.0051124,2.3555028,1.7377144
"2020-02-25","Valid",1.91,1.9146478,1.7376482,2.299469,1.9132336,2.2932172,1.6546386
"2020-02-26","Valid",1.87,1.8841789,1.723904,2.3144011,1.9423645,2.1880233,1.7270553
"2020-02-27","Valid",1.91,2.1454713,1.9067521,2.3651824,2.1382174,2.1318388,2.092232
"2020-02-28","Valid",2.03,2.5032814,2.1530533,2.041342,2.5148337,2.1405795,2.3907704
"2020-02-29","Valid",2.11,2.515855,2.1825418,2.3449574,2.6239712,2.165824,2.4125605
"2020-03-01","Valid",2.07,2.3154087,2.052883,2.2951386,2.5345833,2.1396585,2.2661238
"2020-03-02","Valid",1.98,2.098137,1.8867551,2.2889357,2.2463903,2.0887334,2.0097978
"2020-03-03","Valid",2.02,1.8962697,1.7907015,2.3273292,2.0037048,2.1313632,1.6347111
"2020-03-04","Valid",2.8,2.08341,1.9536448,2.3728426,2.2093484,2.2156363,2.1022599
"2020-03-05","Valid",3.69,2.1696484,2.0590215,1.9762982,2.582906,2.386208,2.3931508
"2020-03-06","Valid",3.19,2.23554,2.129511,2.3369555,2.630126,2.5656202,2.4766145
"2020-03-07","Valid",2.51,2.2134311,2.086967,2.3187046,2.434117,2.6135278,2.244442
"2020-03-08","Valid",2.22,2.217766,2.0014513,1.9289011,2.2350638,2.5450087,2.1000392
"2020-03-09","Valid",1.98,2.081861,1.8269401,2.2426374,2.0275862,2.436461,1.8993586
"2020-03-10","Valid",1.83,1.8836548,1.6579632,2.2775302,1.8152423,2.2801208,1.681321
"2020-03-11","Valid",1.8199999,1.7307159,1.6250862,2.2988672,1.76146,2.1014092,1.6476874
"2020-03-12","Valid",1.95,2.1072137,1.9794697,2.3646007,2.0300045,2.0849342,2.1572235
"2020-03-13","Valid",2.1399999,2.1840343,2.0698392,1.9996481,2.282591,2.1622598,2.3382142
"2020-03-14","Valid",2.08,2.0634866,1.9579271,2.3486116,2.1608858,2.194713,2.2053123
"2020-03-15","Valid",1.95,1.945019,1.809459,2.3003035,2.0850449,2.157053,1.980746
"2020-03-16","Valid",1.79,1.8680215,1.68857,1.9669546,2.0271032,2.077945,1.8990575
"2020-03-17","Valid",1.72,1.9463978,1.7454882,2.2955408,2.0288608,2.0095072,1.9388379
"2020-03-18","Valid",1.6899999,1.9069934,1.6962794,2.23946,2.0535393,1.999461,1.910747
"2020-03-19","Valid",1.68,1.8435742,1.6204721,2.2033622,1.9610165,1.9807923,1.8497523
"2020-03-20","Valid",1.74,1.8186686,1.6162543,2.2697668,1.9679788,2.0427113,1.7845763
