"DateTime","CalibValid","Observed","local","local_bfs","all_ws","all_ws_attr","all_ws_bfs","all_ws_bfs_attr"
"2018-09-25","Valid",1.39,1.44909,1.4890573,1.1162302,1.5557832,1.0709256,1.2752832
"2018-09-26","Valid",1.42,1.4334238,1.4299344,1.1327852,1.504168,1.0923434,1.2343042
"2018-09-27","Valid",1.16,1.3837802,1.3740954,1.1533147,1.3718317,1.1099151,1.1863378
"2018-09-28","Valid",1.1899999,1.3224971,1.3244367,1.0650437,1.2265937,0.88605714,1.1063503
"2018-09-29","Valid",1.1899999,1.336797,1.2641555,0.9354053,1.0086464,0.78307617,1.0174229
"2018-09-30","Valid",1.27,1.3062972,1.2474921,0.95875007,1.0163853,0.78448784,0.9873439
"2018-10-01","Valid",1.38,1.3187155,1.2772746,0.9725478,1.0826193,0.8262248,1.077748
"2018-10-02","Valid",1.47,1.3755122,1.3534645,1.0358903,1.2087693,0.93720293,1.1300148
"2018-12-05","Valid",1.77,1.7480826,1.3316686,1.2493434,1.9448812,1.4684491,1.4544176
"2018-12-06","Valid",1.8199999,1.7774912,1.3604003,1.2575226,1.966265,1.4623641,1.5198637
"2018-12-07","Valid",1.91,1.8079722,1.3877293,1.2753232,1.9852686,1.4536022,1.5746608
"2018-12-08","Valid",1.9699999,1.8313595,1.412499,1.28719,2.0008688,1.4495378,1.6221782
"2018-12-09","Valid",2.02,1.8584192,1.4475973,1.3094329,2.009067,1.4513192,1.676678
"2018-12-10","Valid",2.05,1.8905565,1.4824393,1.3158778,2.0068524,1.4177941,1.7161131
"2018-12-11","Valid",2.06,1.92288,1.5284421,1.3516285,1.9957039,1.4136856,1.7526724
"2018-12-12","Valid",2.05,1.948778,1.5678185,1.3912822,2.010907,1.4243511,1.7743933
"2018-12-13","Valid",2.03,1.9697939,1.6003747,1.4113314,2.0172508,1.40478,1.7894896
"2018-12-14","Valid",2.08,1.9860883,1.6249778,1.4110737,2.0105846,1.3602346,1.797825
"2018-12-15","Valid",1.5799999,1.9955326,1.638454,1.4121188,2.011221,1.3256716,1.797214
"2018-12-16","Valid",1.23,1.9623495,1.6180012,1.4016393,1.955796,1.4866463,1.7619627
"2018-12-17","Valid",1.3199999,1.6902261,1.4233044,1.1588212,1.4273803,1.5988228,1.5736644
"2018-12-18","Valid",1.4399999,1.5204616,1.3082845,0.95874524,1.3798393,1.3637847,1.2333398
"2018-12-19","Valid",1.5999999,1.5389357,1.3887401,0.9688434,1.5632809,1.3883467,1.4024413
"2018-12-20","Valid",1.68,1.6560216,1.5046823,1.0473111,1.7414542,1.5712805,1.4700114
"2018-12-21","Valid",1.6999999,1.7444373,1.5729084,1.0892102,1.799443,1.5759442,1.4682583
"2018-12-22","Valid",1.7099999,1.7446759,1.564765,1.0291061,1.849503,1.4958452,1.3648564
"2018-12-23","Valid",1.54,1.6758393,1.479163,1.0481956,1.7256944,1.4168615,1.3131963
"2018-12-24","Valid",1.38,1.5991726,1.3995823,1.0341208,1.6232708,1.343563,1.2934649
"2018-12-25","Valid",1.51,1.63956,1.4017988,1.05021,1.6669761,1.4192917,1.3004961
"2018-12-26","Valid",1.65,1.7209499,1.4232703,1.06389,1.7293768,1.4745543,1.3105716
"2018-12-27","Valid",1.74,1.7874842,1.4324421,1.0503211,1.7663037,1.4354591,1.3265288
"2018-12-28","Valid",1.6899999,1.8416959,1.4287734,1.0912535,1.8246586,1.3790793,1.3506398
"2018-12-29","Valid",1.74,1.8343315,1.3843992,1.0177345,1.8848492,1.2918389,1.3178886
"2018-12-30","Valid",1.76,1.8036654,1.314804,1.0203245,1.8231485,1.2747384,1.2836224
"2018-12-31","Valid",1.6999999,1.7809808,1.2845768,1.0411143,1.7527975,1.275626,1.2783512
"2019-01-01","Valid",1.73,1.7929428,1.2786869,1.0698321,1.7814833,1.330315,1.280825
"2019-01-02","Valid",1.73,1.7883642,1.2618045,1.0763885,1.7696004,1.279392,1.2719707
"2019-01-03","Valid",1.73,1.7810093,1.2471403,1.0757966,1.7556602,1.2289578,1.2661396
"2019-01-04","Valid",1.8,1.8179829,1.2589273,1.0692306,1.7908714,1.2349194,1.2874756
"2019-01-05","Valid",1.8799999,1.85723,1.2756466,1.0974181,1.8392875,1.2675444,1.3132873
"2019-01-06","Valid",1.9499999,1.8819494,1.2815716,1.0793184,1.9061065,1.2286682,1.3324349
"2019-01-07","Valid",1.9799999,1.8953602,1.2832384,1.0954272,1.9434099,1.2193744,1.3451077
"2019-01-08","Valid",1.9399999,1.8984739,1.2848558,1.1095934,1.9529243,1.2215255,1.3460286
"2019-01-09","Valid",1.8799999,1.9034177,1.28409,1.1061063,1.9779732,1.1982749,1.3465886
"2019-01-10","Valid",1.96,1.9132586,1.2841449,1.0903724,2.016439,1.1656895,1.3584999
"2019-01-11","Valid",2.02,1.9322654,1.308029,1.1228353,2.032992,1.2015123,1.380741
"2019-01-12","Valid",2.03,1.9486915,1.3371272,1.1544478,2.0322187,1.2255042,1.4125646
"2019-01-13","Valid",2.03,1.9641795,1.3671179,1.1757299,2.0459907,1.2670937,1.448652
"2019-01-14","Valid",2.04,1.9673522,1.3891056,1.167902,2.040932,1.2655258,1.5059056
"2019-01-15","Valid",2.04,1.9750545,1.4326898,1.1719378,2.0361962,1.2556348,1.5860794
"2019-01-16","Valid",2.06,1.9829118,1.4933455,1.2001059,2.0422914,1.3012041,1.6429121
"2019-01-17","Valid",2.07,1.9868464,1.5317271,1.2149727,2.046643,1.3049763,1.6824741
"2019-01-18","Valid",2.09,1.9931355,1.5597402,1.2207923,2.059111,1.3259885,1.7117949
"2019-01-19","Valid",2.12,1.9978507,1.5786207,1.2379192,2.06324,1.318072,1.7356238
"2019-01-20","Valid",1.5899999,2.0003638,1.5781059,1.2484554,2.041756,1.279249,1.7386593
"2019-01-24","Valid",1.51,1.8703915,1.6118156,1.2632811,1.8216093,1.6843181,1.6574914
"2019-01-25","Valid",1.6099999,1.8645623,1.612855,1.1893417,1.8786204,1.2724307,1.6046603
"2019-01-26","Valid",1.5699999,1.7750628,1.5427808,1.1371202,1.7897866,1.2043793,1.479337
"2019-01-27","Valid",1.5999999,1.7422059,1.5450274,1.037441,1.7354321,1.2378776,1.4955473
"2019-01-28","Valid",1.74,1.7859948,1.6004345,1.1145821,1.7672441,1.2589352,1.5191486
"2019-01-29","Valid",1.79,1.8314443,1.6401267,1.0704116,1.8393185,1.2561721,1.5176282
"2019-01-30","Valid",1.79,1.8763316,1.6844078,1.0978884,1.875051,1.2217597,1.5637058
"2019-01-31","Valid",1.8699999,1.9080573,1.7194881,1.150419,1.9422232,1.2149866,1.6051601
"2019-02-01","Valid",1.9299998,1.9363661,1.7596413,1.1754805,1.9744462,1.2141181,1.666219
"2019-02-02","Valid",2.01,1.9607518,1.7977175,1.2298465,2.0074556,1.2207891,1.7196501
"2019-02-03","Valid",2.12,1.9805138,1.8297362,1.3036395,2.051707,1.2226254,1.7560055
"2019-02-04","Valid",2.21,1.9905045,1.8390023,1.2728347,2.0692585,1.2285922,1.7661788
"2019-02-05","Valid",2.29,1.9879287,1.8060527,1.2989659,2.0356634,1.2261373,1.7300825
"2019-02-06","Valid",2.2399998,1.9782994,1.7606261,1.319045,2.0329058,1.222309,1.6813867
"2019-02-07","Valid",2.1299999,1.9719493,1.7132032,1.2467988,2.0406785,1.1986399,1.6269345
"2019-02-08","Valid",2.06,1.9699638,1.6675999,1.2744995,2.0063434,1.1635625,1.5896354
"2019-02-09","Valid",1.8899999,1.9564223,1.603678,1.2493927,1.9458138,1.1769981,1.5287676
"2019-02-10","Valid",1.6899999,1.9242537,1.5239884,1.2372699,1.8823407,1.1717681,1.4608948
"2019-02-11","Valid",1.6999999,1.9197361,1.5017201,1.2153319,1.8376714,1.1085343,1.4907475
"2019-02-12","Valid",1.6199999,1.9409225,1.5185584,1.2205626,1.8589693,1.0569369,1.5181398
"2019-02-13","Valid",1.6399999,1.9370048,1.5323896,1.239943,1.8365505,1.0289862,1.535075
"2019-02-14","Valid",1.74,1.9016881,1.518357,1.2508631,1.7708228,1.0157722,1.5040953
"2019-02-15","Valid",1.5,1.8429403,1.4825552,1.2334788,1.7145555,1.0616882,1.4685876
"2019-02-16","Valid",1.5799999,1.8324604,1.4749805,1.2102723,1.7392292,1.0615454,1.4444016
"2019-02-17","Valid",1.6999999,1.8655505,1.5032625,1.1761042,1.7791085,1.06033,1.4738421
"2019-02-18","Valid",1.6599998,1.8775084,1.5011414,1.1821682,1.7970979,1.0568519,1.4664291
"2019-02-19","Valid",1.73,1.8963003,1.495185,1.192606,1.8271108,1.061336,1.4706024
"2019-02-20","Valid",1.78,1.9155726,1.483754,1.1983085,1.8626484,1.0692391,1.4769413
"2019-02-21","Valid",1.75,1.9314713,1.4649004,1.2002951,1.893487,1.0660052,1.4834701
"2019-02-22","Valid",1.73,1.9348567,1.4431622,1.2393409,1.8854556,1.0740423,1.482145
"2019-02-23","Valid",1.78,1.9301211,1.399417,1.2495353,1.8560052,1.0554386,1.4589105
"2019-02-24","Valid",1.54,1.8919687,1.3316191,1.2404442,1.7849452,1.1005414,1.3966165
"2019-02-25","Valid",1.42,1.7940127,1.2518916,1.2307324,1.6809921,0.9733571,1.3332194
"2019-02-26","Valid",1.3299999,1.7125263,1.237037,1.1708999,1.6327024,0.9617471,1.3158909
"2019-02-27","Valid",1.4,1.6737306,1.2383966,1.0981392,1.6320748,0.9953227,1.3132619
"2019-02-28","Valid",1.55,1.7229701,1.266619,1.0902302,1.7312567,1.314513,1.3026952
"2019-03-01","Valid",1.63,1.7945238,1.2961657,1.0991161,1.7764456,1.0326009,1.3297889
"2019-03-02","Valid",1.6099999,1.8391746,1.301119,1.124124,1.8438377,1.0630814,1.3483605
"2019-03-03","Valid",1.6999999,1.8526807,1.2847311,1.1562878,1.8513904,0.98043483,1.3644822
"2019-03-04","Valid",1.63,1.8759868,1.2877283,1.1768029,1.8544655,1.1715989,1.3917419
"2019-03-05","Valid",1.6899999,1.8490047,1.2497905,1.1948565,1.8230515,1.3585352,1.3583664
"2019-03-06","Valid",1.6999999,1.8696365,1.267476,1.2034844,1.8135562,1.1690936,1.3836907
"2019-03-07","Valid",1.6999999,1.8723056,1.2685874,1.2069231,1.832555,1.076002,1.3779372
"2019-03-08","Valid",1.7099999,1.9035485,1.2956405,1.2057778,1.8738756,1.1298488,1.4224615
